year,AAGE_Age:Total_Sex:Total_Education:Total,ER_Age:Middle-aged_Sex:Total_Education:Total,ER_Age:Old_Sex:Total_Education:Total,ER_Age:Total_Sex:Female_Education:Total,ER_Age:Total_Sex:Male_Education:Total,ER_Age:Total_Sex:Total_Education:Primary education,ER_Age:Total_Sex:Total_Education:Secondary education,ER_Age:Total_Sex:Total_Education:Tertiary education,ER_Age:Total_Sex:Total_Education:Total,ER_Age:Young_Sex:Total_Education:Total,FSAN_Age:Total_Sex:Total_Education:Total,FTUELT_Age:Total_Sex:Total_Education:Total,GWG_Age:Total_Sex:Total_Education:Total,HA_Age:Total_Sex:Total_Education:Total,HDI_Age:Total_Sex:Total_Education:Total,H_Age:Total_Sex:Female_Education:Total,H_Age:Total_Sex:Male_Education:Total,H_Age:Total_Sex:Total_Education:Total,LE_Age:Total_Sex:Female_Education:Total,LE_Age:Total_Sex:Male_Education:Total,LE_Age:Total_Sex:Total_Education:Total,LSS_Age:Total_Sex:Total_Education:Total,NEET_Age:Total_Sex:Female_Education:Total,NEET_Age:Total_Sex:Male_Education:Total,NEET_Age:Total_Sex:Total_Education:Total,Not FSAN_Age:Total_Sex:Total_Education:Total,RD_Age:Total_Sex:Total_Education:Total,SS_Age:Total_Sex:Total_Education:Total,TEFTED_Age:Total_Sex:Total_Education:Total,SAD_deaths_Age:Total_Sex:Female_Education:Total,SAD_deaths_Age:Total_Sex:Male_Education:Total,SAD_deaths_Age:Total_Sex:Total_Education:Total,country,Difficulty making ends meet_Age:Total_Sex:Total_Education:Total,HIAH_Age:Total_Sex:Total_Education:Total,LHWPW_Age:Middle-aged_Sex:Total_Education:Total,LHWPW_Age:Old_Sex:Total_Education:Total,LHWPW_Age:Total_Sex:Female_Education:Total,LHWPW_Age:Total_Sex:Male_Education:Total,LHWPW_Age:Total_Sex:Total_Education:Total,LHWPW_Age:Young_Sex:Total_Education:Total,LTUR_Age:Middle-aged_Sex:Total_Education:Total,LTUR_Age:Old_Sex:Total_Education:Total,LTUR_Age:Total_Sex:Female_Education:Total,LTUR_Age:Total_Sex:Male_Education:Total,LTUR_Age:Total_Sex:Total_Education:Total,LTUR_Age:Young_Sex:Total_Education:Total,PH+_Age:Old_Sex:Total_Education:Total,PH+_Age:Total_Sex:Female_Education:Total,PH+_Age:Total_Sex:Male_Education:Total,PH+_Age:Total_Sex:Total_Education:Primary education,PH+_Age:Total_Sex:Total_Education:Secondary education,PH+_Age:Total_Sex:Total_Education:Tertiary education,PH+_Age:Total_Sex:Total_Education:Total,PH+_Age:Young_Sex:Total_Education:Total,PH_Age:Total_Sex:Total_Education:Total,NAB_Age:Total_Sex:Total_Education:Total,HDBRIP_Age:Total_Sex:Total_Education:Total,TAHDIQ_Age:Total_Sex:Total_Education:Total,PH+_Age:Middle-aged_Sex:Total_Education:Total
2018,,73.42692928,55.41459657,53.48516357,86.09748696,65.368034,69.846558,80.942894,69.65383559,33.72082147,43.5492149,,,,,2.8,18.3,10.6,82.9,77.8,80.3,12.31523596,,,,54.6564083,,86.89913595,,7.060528755,19.29315376,13.12099838,Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,12.69407831,,,
2019,,74.67484232,58.13728062,55.50397064,87.02052038,65.622574,72.815857,82.156219,71.05869627,30.79705364,47.79762654,,,,,1.7,18.1,9.9,83.0,77.9,80.5,9.364827245,,,,51.26526616,,90.34314729,,6.646012783,19.1439743,12.83123207,Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,11.23432059,,,
2020,,67.28276704,50.1538301,47.85141311,79.08605175,57.276474,64.303535,76.803146,63.41022631,25.86132247,47.119077,,,,,2.2,16.6,9.4,83.2,78.1,80.6,16.37404174,,,,50.44986765,,82.38347257,,5.613317966,16.10607529,10.87598133,Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,17.23859879,,,
2021,,70.22615656,51.55595234,50.11905337,82.68119899,59.828228,65.823845,80.987968,66.12908083,27.41063211,53.21757645,,,,,,,,83.3,78.2,80.8,12.32621257,,,,44.65513659,,87.12068755,,,,,Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,15.25266337,,,
2022,,,,,,,,,,,45.32652789,,,,,,,,,,,9.79529814,,,,51.58039861,,89.75893642,,,,,Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,21800.0,81.38081299,42.63141902,63.05147059,82.35072712,42.303959,74.798615,86.382202,72.67623419,28.53742968,,19.67987829,16.14681968,76.86491933,18191.0,0.8,1.8,1.2,79.1,72.5,75.9,,14.527917,10.383763,12.408266,,13.55520317,,3.364731416,11.1476965,37.10877228,23.48635483,Czechia,,,9.618415868,2.144772118,3.680475326,13.67685088,9.024808623,6.62634039,4.153128286,2.903721083,5.394448914,3.486997547,4.331151835,7.461896665,,,,,,,,,,,5.8,3.8,
2005,22441.0,81.98132894,44.57751653,63.63329394,83.14363144,41.195751,75.487686,85.798317,73.37279107,27.34708917,,20.03109563,15.93892946,76.73294981,18804.0,0.7,1.1,0.9,79.2,72.9,76.1,,13.258952,9.1725101,11.168757,,12.60925859,,3.44178617,10.90697479,37.77668381,23.70551682,Czechia,30.10000038,5.0613,9.283488294,4.284559418,3.961046363,13.15736825,8.912984657,6.581077955,4.118296632,2.994015596,5.333169659,3.438234386,4.275425804,7.419654842,15.0,56.1,62.0,45.3,60.3,72.9,58.9,93.0,13.1,,5.5,3.7,
2006,23340.0,82.5495701,45.20205626,64.09722689,83.43955454,43.939117,75.553139,85.073532,73.77260982,27.66478622,,19.73841727,15.35176621,76.60883117,19507.0,0.8,1.2,1.0,79.9,73.5,76.7,,11.462358,7.6004996,9.4854412,,10.39753503,,3.450505027,10.89613533,33.80815506,21.85192871,Czechia,29.0,16.5827,9.255349009,6.494464945,3.881043774,13.01736137,8.818428117,6.733202945,3.84045626,2.903208582,5.001512207,3.155014702,3.969331223,6.698257395,16.1,56.1,62.8,46.9,59.8,75.6,59.2,93.4,13.4,,5.6,3.7,
2007,24037.0,83.45720443,46.00338617,64.56017929,84.381523,45.668751,76.120239,85.218811,74.48884997,28.49244492,,19.65646557,16.93153188,76.38979331,19957.0,0.9,1.1,1.0,80.2,73.8,77.0,,9.3089323,5.0075669,7.1030636,,11.89894041,,3.453122574,10.05336094,31.90158081,20.55360031,Czechia,26.39999962,28.0624,10.0100325,5.808719079,4.306625275,13.68831897,9.382876502,6.293797487,2.869929688,2.393603492,3.720703038,2.203645731,2.86695434,3.609671129,17.9,58.6,64.2,49.8,61.5,77.0,61.2,93.4,12.4,,5.5,3.6,
2008,24165.0,83.84231103,47.60440161,64.93854971,85.16926912,46.547138,76.596436,85.116821,75.10342668,28.06521254,,19.70329475,17.87301988,75.76964295,20172.0,0.5,1.0,0.7,80.5,74.1,77.3,,8.8627291,4.8875985,6.8180914,,10.40274679,,3.500107521,10.02810001,31.78679276,20.48682976,Czechia,28.20000076,36.405,9.970231489,4.493394671,4.230627315,13.94095993,9.514592543,7.99337248,2.150247472,2.164504198,2.840193736,1.763888262,2.231047015,3.117481684,17.5,58.2,65.2,47.1,62.5,76.6,61.4,94.7,13.0,,5.9,3.6,
2009,24069.0,82.4781136,46.83318043,64.13825387,83.38588022,43.948586,75.092216,84.264351,73.84012165,26.54404471,,20.04280568,15.10501797,75.16198506,20499.0,0.7,1.0,0.8,80.5,74.3,77.4,,9.9729986,7.3173771,8.6053057,,8.642036766,,3.548912079,9.215914726,33.38352585,20.88948822,Czechia,27.89999962,48.8914,9.751646918,4.008951345,3.687640215,13.83453131,9.212696312,7.159768061,1.989249884,1.969083792,2.609019592,1.718858054,2.10455341,3.437617994,19.3,59.3,63.7,46.5,62.0,77.0,61.3,94.9,12.7,,6.0,3.6,
2010,24808.0,82.16548853,46.49997351,63.6959963,83.04633394,43.15493,74.4925,83.333153,73.45211176,25.21227734,,20.18329243,15.79850307,74.5462781,20607.0,0.8,0.8,0.8,80.9,74.5,77.7,,10.505985,7.6619778,9.0440845,,7.665773792,,3.563638493,9.326859474,33.13499451,20.86338043,Czechia,27.5,53.6004,9.293657153,4.670846577,3.810984831,12.89256309,8.750231228,5.861666342,2.988080747,2.650382488,3.702196008,2.803281421,3.192705744,5.534589461,20.3,60.0,64.9,47.0,62.8,77.6,62.2,95.7,12.2,,6.5,3.7,
2011,25010.0,82.77235611,47.62774016,64.77171009,83.41383888,42.19772,75.280701,83.094688,74.17084465,24.65917285,,20.15306324,16.3296567,74.44888603,20401.0,0.6,1.1,0.8,81.1,74.8,78.0,,9.9536381,7.58038,8.7363958,,7.371219878,,3.51109879,9.626731873,33.83821487,21.41990852,Czechia,28.29999924,63.4421,8.060654761,3.15391633,3.29037689,11.19253761,7.579757593,5.11776304,2.609374324,2.664147942,3.312779025,2.453334156,2.828011219,5.49623264,19.5,57.0,62.5,42.3,59.7,75.7,59.4,93.6,12.6,,5.9,3.7,
2012,25056.0,82.93757066,49.37426811,65.50976168,83.73589615,40.431568,75.922844,83.56321,74.7185468,25.1681399,,19.75000158,15.26297988,74.65162842,20227.0,0.7,1.0,0.9,81.2,75.1,78.1,,10.072763,8.425065,9.2295465,,7.063003995,,3.489052343,9.537827492,33.83161545,21.36060524,Czechia,31.10000038,69.2857,7.629756469,2.459353776,2.808776647,10.80237132,7.140086898,5.065178987,2.799157847,2.800194612,3.72440822,2.535132435,3.057845878,6.300827147,21.0,58.4,63.1,44.2,60.3,75.4,60.4,95.4,12.8,,5.2,3.6,
2013,24900.0,83.51403199,51.62674168,66.88930372,84.51407962,41.836891,76.598831,84.885902,75.80060675,25.56261174,,19.95000219,15.37883532,74.55527381,20203.0,0.8,0.9,0.9,81.3,75.2,78.3,,11.068652,7.9092312,9.4525909,,6.21902079,,3.512093694,9.15476799,31.72733116,20.16862869,Czechia,31.70000076,69.3875,7.335479227,4.231625028,2.826102855,10.48369292,6.984043446,5.122294131,2.984127382,2.675282836,3.899584577,2.592377221,3.168268817,6.308663958,21.6,57.6,62.2,40.7,59.3,76.8,59.6,94.8,12.8,,5.9,3.7,
2014,25425.0,83.80197695,54.01266817,67.83293207,85.38685994,43.02264,77.571945,84.497963,76.71121422,27.0933961,,20.26000203,16.2545602,75.70379535,20683.0,0.6,0.9,0.7,82.0,75.8,78.9,,10.239849,6.6742024,8.4155769,,6.544640201,,3.52171734,9.686701775,29.65115547,19.4601059,Czechia,30.70000076,75.9137,6.355884259,3.057132982,2.288201089,9.152372556,5.988433642,3.50494414,2.675671254,2.385985424,3.308673552,2.326609006,2.758918258,4.539371434,23.1,58.8,63.2,42.0,60.1,76.7,60.6,95.1,11.6,,5.9,3.6,
2015,26173.0,84.50012971,55.45343247,69.25621938,85.9707592,41.919285,78.945419,84.831734,77.72024721,28.38621642,,20.65000227,16.45515416,75.84738908,21286.0,0.6,1.0,0.8,81.6,75.7,78.7,,9.1353569,6.8230009,7.9521012,,6.97457601,,3.572696913,9.034646988,28.2495842,18.43080902,Czechia,26.60000038,76.038,6.385658311,3.796509483,2.349339967,9.203116273,6.04110083,3.553485961,2.355800319,2.476265914,2.95838616,2.097974766,2.478669568,3.890674641,23.7,59.6,63.4,43.2,60.0,78.3,61.2,94.7,11.1,,6.4,3.7,
2016,27097.0,85.7345959,58.51752849,71.48071244,87.31600864,45.122135,80.725128,85.599098,79.50511293,28.61967196,,19.76000178,16.02343084,75.80511957,21863.0,0.5,0.5,0.5,82.1,76.1,79.1,,9.3078279,5.3428173,7.2767863,,5.789360331,,3.461186867,10.08080482,31.35202217,20.51904678,Czechia,23.20000076,80.3188,6.191224279,3.083148397,2.161052009,8.766268244,5.720770911,3.066042096,1.600285717,2.087718111,2.076393415,1.473725966,1.741340212,2.578472871,23.9,59.0,62.2,43.1,58.6,78.8,60.3,95.2,11.8,,5.6,3.6,
2017,28482.0,86.68681003,62.11779274,73.16829881,88.92978365,50.521461,82.215881,86.036484,81.16529905,29.13594509,,19.87000238,15.61401089,76.17858195,22785.0,0.5,0.7,0.6,82.0,76.1,79.1,,8.6215143,4.7552619,6.6407318,,5.454294524,,3.453707642,10.43105793,32.33494186,21.22727203,Czechia,22.0,82.8761,6.129282197,2.655382934,2.206944172,8.628771765,5.64834401,2.73277371,1.02093569,1.036714557,1.303963089,0.861182135,1.058265886,1.572736208,25.1,60.4,63.8,42.6,59.9,80.0,61.8,94.1,11.1,,5.6,3.5,
2018,29991.0,87.46546293,65.14681143,74.72300984,90.04050961,52.233006,83.511574,87.262779,82.506242,28.36052452,,19.68000256,15.12741386,76.04893426,23620.0,0.5,0.6,0.5,82.0,76.2,79.1,,7.5616436,4.1133943,5.7936506,,6.201664365,,3.340819443,10.33883476,31.76524925,20.91592026,Czechia,16.20000076,85.7682,6.051832713,2.850457923,2.159364018,8.654131882,5.616546069,3.261437582,0.657430321,0.851617911,0.861358505,0.615262364,0.725012253,1.230373116,27.5,60.7,64.0,40.3,60.1,79.9,62.0,96.7,10.7,,6.1,3.5,
2019,31236.0,87.43057709,66.6998418,75.15156367,90.24700812,55.278542,83.994926,86.606911,82.83493914,28.04227292,,18.36,14.71433226,76.58563841,24390.0,0.6,0.8,0.7,82.2,76.4,79.3,,7.614778,3.4369171,5.4700828,,5.793536029,,3.246991767,10.0040493,28.50180054,19.15194511,Czechia,13.10000038,86.9996,5.931829913,2.136689621,2.223713745,8.565115176,5.600552787,3.996995788,0.521655671,0.855908714,0.676107976,0.581450268,0.623625229,1.322894683,27.6,60.5,63.9,41.6,59.7,80.7,61.9,95.4,10.4,,5.6,3.5,
2020,30912.0,86.53547961,68.1974283,74.82985087,89.81351889,57.004353,83.538231,85.621941,82.47179305,25.10192478,,17.77,12.37286209,77.43195048,24472.0,0.5,0.6,0.6,81.3,75.3,78.3,,8.4355459,3.7046199,6.0025053,,4.834514205,,3.208942482,9.533687592,29.46647263,19.40486145,Czechia,12.10000038,88.0204,4.743553476,2.435803945,1.973521393,6.70621013,4.512382014,2.658060501,0.526116614,0.619018444,0.658480515,0.522488766,0.582760503,1.32349371,29.1,62.3,64.9,41.0,61.3,81.0,63.4,93.5,9.3,,5.3,3.6,
2021,31711.0,86.34690261,69.84715758,74.98844881,90.10332019,55.651592,83.438309,86.516075,82.7009111,24.80320931,,17.25,11.51874831,77.81090159,25524.0,,,,80.6,74.3,77.4,,10.10952,5.0994334,7.5340462,,4.961792794,,3.17934647,,,,Czechia,11.39999962,89.3125,2.56250549,2.015002006,0.908740824,3.878168088,2.503072418,1.296551328,0.802128968,0.73947559,0.983809237,0.675856828,0.812708014,1.22373327,,,,,,,,,,,,,
2022,,,,,,,,,,,,,,,,,,,,,,,,,,,5.011074284,,,,,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,51725.0,83.7267115,60.69402756,73.69902808,83.06731855,61.698513,79.827087,85.53891,78.42810852,62.29117878,,,10.18220538,76.82281731,25553.0,,,,80.2,75.4,77.8,,7.9925971,5.2225742,6.5983162,,6.836321059,,2.379124017,,,,Denmark,7.900000095,,6.10873743,2.380999065,1.520581474,8.818418219,5.28631469,,,,1.300819696,1.046722821,1.166124644,,56.2,75.6,79.7,69.1,83.1,86.5,77.6,93.0,7.4,,,,
2005,52618.0,84.68175287,59.80498158,74.29607376,83.26323149,61.519829,79.935875,86.435089,78.8150808,62.26575579,,,10.16733044,76.71116446,26024.0,,,,80.5,76.0,78.3,,6.8751192,5.5831189,6.2207618,,6.11671091,,2.394608843,,,,Denmark,6.800000191,51.179,6.426308256,2.596563536,1.847553779,9.260587608,5.679429845,,,,1.163035951,1.022080822,1.08892118,,56.6,73.6,79.8,67.8,80.9,86.1,76.6,91.5,7.0,,,,
2006,53505.0,86.44979754,60.93853091,75.46041647,85.18789358,62.756851,81.282875,87.439705,80.3540548,64.56544157,79.65564826,,10.17206126,76.79516421,26566.0,,,,80.7,76.1,78.4,2.755245118,4.9330773,5.2620959,5.1015997,17.40113744,5.63799745,96.96951816,2.433692991,,,,Denmark,8.199999809,63.2527,6.240841216,2.717988655,1.759651151,9.000712463,5.502628413,,,,0.918982276,0.571321884,0.7362413,,57.1,72.2,77.8,66.6,79.0,84.6,75.0,90.3,7.9,5.969240641,,,
2007,54101.0,86.43190104,59.18123824,75.25863503,84.19022229,67.496246,82.279282,87.203529,79.7482139,65.29823969,87.52924719,,9.850297951,76.63080535,26403.0,,,,80.6,76.2,78.4,4.552765312,5.4274955,6.4670877,5.9599805,11.6189097,7.453529264,94.85501271,2.44959894,,,,Denmark,6.5,69.5315,2.690235561,2.196333095,0.834604858,3.98348037,2.44985501,,,,0.647368734,0.469414384,0.552952097,,58.3,72.6,78.2,66.0,79.4,83.6,75.3,90.7,7.9,9.547922328,,,
2008,54817.0,87.65517611,56.26878486,75.3407197,84.42141471,66.725883,81.370178,87.843956,79.91407823,62.50567229,80.7467231,,10.18354903,76.36818685,26346.0,,,,81.0,76.5,78.8,4.591429061,6.424437,6.7064276,6.5681114,16.99189425,7.414453912,95.03108792,2.434809355,,,,Denmark,7.900000095,74.0713,2.431123864,1.941060093,0.742915305,3.652500065,2.232943483,,,,0.415327788,0.38476856,0.399445389,,59.7,72.6,75.8,63.9,78.7,83.5,74.2,88.6,7.2,6.176576967,,,
2009,56145.0,84.03511026,54.92986214,73.45774393,80.32659789,63.210625,78.272186,86.004707,76.91024185,58.71341973,82.88201642,,10.17200506,76.96254614,26914.0,,,,81.1,76.9,79.0,6.101495329,7.4076071,8.6268873,8.0297651,16.1653191,5.497644813,93.74560653,2.404785517,,,,Denmark,9.199999809,76.0467,2.160119034,1.30453477,0.730191172,3.020694198,1.885695893,,,,0.553934176,0.66114699,0.6102494,,55.7,71.4,73.3,62.3,76.1,81.6,72.3,88.6,7.4,9.289069656,,,
2010,56776.0,82.51548094,55.82799185,72.70788321,79.27289662,60.972359,77.806847,85.256737,76.00485681,53.99576508,79.47327004,,8.895098479,76.4999702,27695.0,,,,81.4,77.2,79.3,2.484997948,8.59659,11.458975,10.05693,18.38869796,4.607264156,96.82381581,2.501593552,,,,Denmark,8.699999809,80.1021,2.160491325,1.14983054,0.741871859,3.140185725,1.951463129,,,,1.20579152,1.89407568,1.56893358,,56.1,69.3,72.8,61.8,73.2,81.8,71.0,83.3,7.9,6.517575312,,,
2011,56477.0,82.05128118,56.95664593,72.15737295,79.80252041,60.681927,77.94986,85.386017,75.99576027,53.00101866,78.71419508,,7.947197254,76.36938764,27824.0,,,,81.9,77.8,79.9,3.820947794,9.0158739,11.156274,10.110878,16.8815028,3.95638766,96.03697452,2.511634293,,,,Denmark,9.300000191,83.8913,2.197313195,2.504131881,0.827519301,3.079522338,1.9684555,,,,1.701612064,2.13143115,1.92483479,,56.1,69.6,73.8,63.3,71.6,81.2,71.7,84.7,7.9,8.058669423,,,
2012,56393.0,81.40312814,57.92639351,72.39022482,79.11907466,59.152397,77.52253,85.644394,75.7704864,51.34980896,79.55757721,,6.999844876,76.20270121,27699.0,,,,82.1,78.1,80.2,4.818019931,11.64619,10.938648,11.284292,15.81295501,2.99255481,94.3940761,2.52394431,,,,Denmark,10.60000038,84.7714,2.280230563,2.207663673,0.910406288,3.171334732,2.056362049,,,,2.151019031,2.299939341,2.228327169,,56.6,70.0,72.1,65.7,69.5,78.8,71.0,87.5,7.6,8.613004977,,,
2013,56787.0,81.31246966,58.80403326,72.37660897,79.46520262,58.606014,77.874519,85.803421,75.93542415,49.52099054,79.71151773,,6.768911945,75.85727167,27901.0,,,,82.4,78.3,80.4,3.501607312,10.336412,10.800572,10.574966,16.58191092,3.409114437,95.71654245,2.563710686,,,,Denmark,11.80000019,87.1906,2.232132079,1.773570961,0.894279815,3.134170885,2.029511217,,,,2.153412346,1.72685718,1.931697269,,58.8,70.1,75.0,66.1,71.6,79.5,72.5,87.7,7.1,8.530276266,,,
2014,57870.0,81.18713668,60.70706893,72.10104941,80.48313066,59.843922,78.09037,85.325394,76.31009217,49.97906044,80.37325804,,6.323865695,76.07322051,28173.0,,,,82.8,78.7,80.7,4.336218325,10.469795,10.56589,10.519432,17.10842176,3.234270472,94.99138946,2.557568993,,,,Denmark,11.80000019,85.4128,2.357391027,3.615705145,0.893089365,3.463062735,2.205101185,,,,1.780776391,1.808890156,1.795167952,,59.4,70.5,74.4,63.7,71.7,80.5,72.4,88.3,7.4,9.833681772,,,
2015,58890.0,81.46917385,63.04630229,72.72226001,81.41418217,59.170334,79.556328,85.606461,77.09560286,51.31360726,85.20045611,,5.836048113,76.28829043,28983.0,,,,82.7,78.8,80.8,4.011436038,9.0950279,9.3437767,9.2216911,12.95048181,3.145034688,95.53113016,2.555714537,,,,Denmark,10.39999962,84.1968,2.626509204,3.685517623,1.072700917,3.810415431,2.47992441,,,,1.742143336,1.731712969,1.736326561,,59.6,70.1,73.1,64.6,69.4,79.3,71.6,87.6,7.6,10.00100667,,,
2016,58879.0,81.46942112,65.81844196,73.54250941,81.88997668,61.461666,79.909019,85.378372,77.74717852,52.3005082,83.39703737,,5.732628038,76.57063324,29711.0,,,,82.8,79.0,80.9,4.548662334,6.2576036,8.8582249,7.586339,15.61583055,3.697051347,95.31548406,2.565861701,,,,Denmark,10.0,91.6026,2.059320778,2.413615578,0.304418228,2.973811203,1.672797758,,,,1.294742628,1.260830508,1.277043585,,56.7,70.2,72.4,63.1,69.8,79.2,71.3,85.3,7.6,8.62314461,,,
2017,59220.0,81.40951519,68.24046519,74.479842,81.99408721,61.138855,80.767326,85.923767,78.26557891,52.89924731,81.86111114,,5.296691966,76.53921356,30053.0,,,,83.1,79.2,81.1,4.786689561,9.8071947,11.074533,10.453158,16.06492986,3.044129969,95.14443642,2.563470921,,,,Denmark,9.399999619,92.1007,2.207943586,1.956042941,0.272878227,3.254507418,1.801076595,,,,1.200762864,1.295313422,1.250398618,,57.4,69.3,73.1,62.4,69.0,80.1,71.2,86.4,7.9,10.29664832,,,
2018,59731.0,82.24613701,69.15625643,75.10171078,83.05696741,61.091515,81.561127,86.608482,79.10719214,53.70932074,87.05843521,,4.86320601,76.30538852,30423.0,,,,82.9,79.1,81.0,4.171359879,9.2038498,8.9262199,9.0613146,12.03905913,2.957868536,95.66706308,2.588098142,,,,Denmark,9.300000191,90.2963,2.292733002,2.039598347,0.388906137,3.255154564,1.863019106,,,,1.081478187,0.96960862,1.023036493,,57.2,67.9,74.4,65.1,69.8,77.0,71.1,84.0,7.5,8.196746784,,,
2019,60265.0,82.7021063,71.83912673,76.10335446,83.97330996,60.748222,82.051392,87.609886,80.06829293,54.97981535,87.54286338,,5.059215628,76.67915899,30888.0,,,,83.5,79.5,81.5,4.227088188,8.9644899,8.7611217,8.8606739,11.78065388,3.427440988,95.71918978,2.600144752,,,,Denmark,9.399999619,92.533,1.843660643,2.003766618,0.122107983,2.878752297,1.540410381,,,,0.87015472,0.782516281,0.82425807,,57.2,67.3,72.0,59.9,67.4,78.6,69.6,85.6,8.3,7.809817307,,,
2020,60984.0,82.1570446,71.49545424,75.5372972,83.4387413,60.465584,80.746338,88.269753,79.51323065,53.22717185,85.25519398,,4.994399736,76.2597703,30590.0,,,,83.6,79.7,81.6,5.253576939,9.5640421,9.0333157,9.2938147,13.9685746,2.799358312,94.56998155,2.570859726,,,,Denmark,8.5,92.5007,1.635076592,1.630986625,0.186739378,2.366460963,1.310430501,,,,1.195646431,0.748731792,0.960098791,,58.6,69.8,72.7,59.5,70.1,79.3,71.2,86.0,7.5,9.44736324,,,
2021,61331.0,83.54500344,72.43060763,77.17451833,84.27708658,61.790646,81.850777,87.680939,80.75026564,53.86642165,87.09610397,,,75.93407244,30769.0,,,,83.3,79.6,81.4,5.496319585,8.1635256,8.6676817,8.4218025,11.52177706,2.226010245,94.30384832,,,,,Denmark,8.100000381,92.4658,4.054515634,3.40670822,1.640062289,5.004746631,3.378059021,,,,1.030700372,0.97378004,1.000942698,,,,,,,,,,,9.713157611,,,
2022,,,,,,,,,,,86.64692417,,,,,,,,,,,2.969366414,,,,12.12529833,2.621981741,97.03063359,,,,,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,16960.0,77.12338755,52.48717108,70.19630157,73.92154517,51.586044,70.74337,82.077957,71.97486412,29.13548929,,,,77.31585074,11974.0,2.5,14.9,8.0,78.0,66.7,72.4,,15.069906,11.526143,13.289225,,,,,27.20618439,120.7629852,70.10765076,Estonia,15.30000019,,5.768020221,0.363904593,2.204605148,8.001500987,4.988305151,4.85906716,5.308705856,2.939015777,4.559122872,6.005616453,5.296040089,7.834442539,12.9,46.6,53.8,37.2,52.7,57.3,49.8,85.3,15.2,,,,
2005,18098.0,78.69487381,55.03940787,72.19111707,75.3769091,49.512119,72.475014,84.110771,73.71322603,31.07757167,,,,78.65101578,13235.0,4.0,15.7,9.1,78.2,67.6,73.0,,13.827472,7.2968316,10.546912,,,,,31.81469727,106.3823471,65.69945526,Estonia,12.30000019,28.409,5.392724642,2.160012037,2.262764369,7.909441751,4.959928601,4.345921165,4.58865607,3.156379575,4.306634154,4.60037142,4.455574736,5.116679802,14.3,50.8,57.5,41.2,57.0,60.5,53.8,87.7,16.3,,,,
2006,19711.0,83.82491573,58.19957997,75.69686477,81.32219026,55.081551,77.78727,87.644783,78.39155934,31.75422835,56.53331008,,,79.05175245,14946.0,3.6,11.9,7.3,78.6,67.6,73.2,8.505863984,12.322148,6.6437769,9.4574041,34.19585618,,86.07133512,,28.96513557,101.9776993,62.30513,Estonia,15.39999962,36.3961,6.020812352,1.817723832,2.678280237,8.235302145,5.388782402,4.735601024,3.184323878,2.094461015,2.63123623,3.243319812,2.943519839,2.339683192,12.7,50.6,56.5,42.0,54.7,61.8,53.2,85.6,15.1,,,,
2007,22920.0,84.57490848,59.42510441,75.44393846,83.33226282,55.361004,79.235893,87.263184,79.23238459,34.55897946,55.0568074,,,79.16097809,16107.0,2.8,11.8,7.0,78.9,67.5,73.2,9.881730063,10.38451,10.645793,10.516176,35.80841959,,84.79948131,,26.37985229,122.5117569,70.10094452,Estonia,11.0,46.8177,5.489701943,0.713624953,2.171582204,7.796742252,4.924991851,3.813086973,2.195038527,2.619361667,1.743759965,2.9226412,2.354622304,3.023319486,13.3,51.7,55.2,44.6,53.5,61.0,53.3,88.5,14.8,,,,
2008,23221.0,83.73882378,62.0851242,75.1398402,83.3155367,57.425705,79.473145,85.838882,79.07101494,36.52681501,60.06336884,,,81.72364757,17225.0,2.7,11.1,6.6,79.5,68.9,74.4,9.352877805,8.5439959,7.215621,7.8717885,34.26524615,,87.7959575,,27.84108353,105.0530319,62.73692703,Estonia,11.19999981,53.7733,3.752259781,2.286451794,1.583757026,5.63155758,3.58337553,3.489517976,1.477545572,2.016670413,1.362077517,2.085814338,1.732260703,2.830688209,12.9,52.7,56.9,43.2,54.0,65.0,54.5,90.9,14.8,,,,
2009,22559.0,76.36435229,60.2723989,72.16540372,73.52511165,46.916954,71.598534,82.738152,72.82040675,29.07601148,60.05024461,,,81.55942236,15917.0,3.4,9.3,6.0,80.3,70.0,75.3,12.22828735,13.081481,15.570088,14.331903,34.87488321,,84.64845946,,15.45820045,78.20818329,44.26161194,Estonia,20.5,60.9001,3.211366646,1.011552982,1.465204041,4.517376537,2.909357491,2.323752681,3.298656386,3.716567273,2.973423565,4.533437919,3.774022631,6.84466513,13.5,50.2,53.4,38.8,51.2,61.8,51.5,87.6,14.1,,,,
