year,AAGE_Age:Total_Sex:Total_Education:Total,ER_Age:Middle-aged_Sex:Total_Education:Total,ER_Age:Old_Sex:Total_Education:Total,ER_Age:Total_Sex:Female_Education:Total,ER_Age:Total_Sex:Male_Education:Total,ER_Age:Total_Sex:Total_Education:Primary education,ER_Age:Total_Sex:Total_Education:Secondary education,ER_Age:Total_Sex:Total_Education:Tertiary education,ER_Age:Total_Sex:Total_Education:Total,ER_Age:Young_Sex:Total_Education:Total,FSAN_Age:Total_Sex:Total_Education:Total,FTUELT_Age:Total_Sex:Total_Education:Total,GWG_Age:Total_Sex:Total_Education:Total,HA_Age:Total_Sex:Total_Education:Total,HDI_Age:Total_Sex:Total_Education:Total,H_Age:Total_Sex:Female_Education:Total,H_Age:Total_Sex:Male_Education:Total,H_Age:Total_Sex:Total_Education:Total,LE_Age:Total_Sex:Female_Education:Total,LE_Age:Total_Sex:Male_Education:Total,LE_Age:Total_Sex:Total_Education:Total,LSS_Age:Total_Sex:Total_Education:Total,NEET_Age:Total_Sex:Female_Education:Total,NEET_Age:Total_Sex:Male_Education:Total,NEET_Age:Total_Sex:Total_Education:Total,Not FSAN_Age:Total_Sex:Total_Education:Total,RD_Age:Total_Sex:Total_Education:Total,SS_Age:Total_Sex:Total_Education:Total,TEFTED_Age:Total_Sex:Total_Education:Total,SAD_deaths_Age:Total_Sex:Female_Education:Total,SAD_deaths_Age:Total_Sex:Male_Education:Total,SAD_deaths_Age:Total_Sex:Total_Education:Total,country,Difficulty making ends meet_Age:Total_Sex:Total_Education:Total,HIAH_Age:Total_Sex:Total_Education:Total,LHWPW_Age:Middle-aged_Sex:Total_Education:Total,LHWPW_Age:Old_Sex:Total_Education:Total,LHWPW_Age:Total_Sex:Female_Education:Total,LHWPW_Age:Total_Sex:Male_Education:Total,LHWPW_Age:Total_Sex:Total_Education:Total,LHWPW_Age:Young_Sex:Total_Education:Total,LTUR_Age:Middle-aged_Sex:Total_Education:Total,LTUR_Age:Old_Sex:Total_Education:Total,LTUR_Age:Total_Sex:Female_Education:Total,LTUR_Age:Total_Sex:Male_Education:Total,LTUR_Age:Total_Sex:Total_Education:Total,LTUR_Age:Young_Sex:Total_Education:Total,PH+_Age:Old_Sex:Total_Education:Total,PH+_Age:Total_Sex:Female_Education:Total,PH+_Age:Total_Sex:Male_Education:Total,PH+_Age:Total_Sex:Total_Education:Primary education,PH+_Age:Total_Sex:Total_Education:Secondary education,PH+_Age:Total_Sex:Total_Education:Tertiary education,PH+_Age:Total_Sex:Total_Education:Total,PH+_Age:Young_Sex:Total_Education:Total,PH_Age:Total_Sex:Total_Education:Total,NAB_Age:Total_Sex:Total_Education:Total,HDBRIP_Age:Total_Sex:Total_Education:Total,TAHDIQ_Age:Total_Sex:Total_Education:Total,PH+_Age:Middle-aged_Sex:Total_Education:Total
2021,42165.0,77.79989088,67.3717455,73.1223889,78.35643568,47.867004,70.145653,86.751892,75.71072755,39.86141022,76.5497541,,,,,,,,84.6,80.5,82.6,8.246498629,16.768282,15.666576,16.224499,21.80373933,3.88722768,90.6125438,,,,,Israel,,,15.97014302,10.42062581,21.06621018,7.171480137,14.0727978,5.804941796,0.453640787,0.685128197,0.418925135,0.552660607,0.48666082,0.340174885,,,,,,,,,,13.2900222,,,
2022,,,,,,,,,,,,,,,,,,,,,,,,,,,3.632774331,,,,,,Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,41244.0,72.28524916,30.55027791,49.54675358,77.2309879,51.705791,73.488579,81.223099,63.26395421,27.29837456,,,,79.97644831,28767.0,,,,83.7,78.0,80.9,,18.470552,16.955067,17.698832,,10.64771575,,,,,,Italy,34.20000076,,5.715032903,15.11803937,2.136300267,8.390605659,5.705778311,5.018973045,3.431499634,2.499995637,5.450146201,2.94237511,3.964924877,10.23811807,17.8,53.7,61.3,46.2,74.2,76.3,57.4,92.3,10.6,,12.2,5.6,
2005,41793.0,72.25477488,31.40765602,49.78917203,77.29946112,51.732021,73.509468,80.428688,63.42923455,25.48330053,,,,79.71536775,28784.0,,,,83.6,78.1,80.9,,19.032164,16.962008,17.976723,,10.05274269,,,,,,Italy,34.79999924,12.9499,5.447364018,12.97728915,2.046678616,8.026618268,5.461195505,4.653480829,3.390259839,1.988530477,5.216334064,2.988958558,3.894075574,10.91352063,18.1,54.3,62.2,47.1,73.5,74.0,58.1,92.7,9.9,,12.6,5.5,
2006,42052.0,73.23872805,32.44351525,51.03898402,77.98779906,52.453228,74.388802,80.595512,64.40318228,25.30771977,66.41770067,,,79.61788027,28925.0,,,,84.1,78.6,81.4,7.086111929,18.821672,16.345823,17.556297,28.87756943,9.76332858,91.33304195,,,,,Italy,35.70000076,16.2239,5.827279782,11.61420772,2.565142711,8.326776285,5.848673397,5.41398622,3.014483173,1.633144355,4.509729123,2.639001716,3.400965405,9.494651893,18.2,53.1,60.8,44.6,72.9,74.1,56.8,92.5,10.6,20.29651212,12.3,5.5,
2007,42038.0,73.41451758,33.67946024,51.43883314,78.31466831,52.821968,74.456848,80.188087,64.76171196,24.54756899,53.62125805,,,79.59479128,29113.0,,,,84.2,78.8,81.6,8.660097858,17.329945,15.854518,16.576384,39.03455113,8.812555922,90.07818223,,,,,Italy,37.70000076,25.2983,5.437671673,11.49967207,2.087681587,7.884677992,5.383785547,4.504044649,2.623099651,1.286046191,3.887343042,2.265034598,2.926038354,8.360341326,23.7,59.3,67.9,51.4,78.9,82.4,63.4,93.7,11.0,17.27999721,11.9,5.2,
2008,41985.0,73.43851401,34.31140141,52.16192445,77.86683897,52.471062,74.307938,80.685417,64.89058423,24.22635576,56.80089117,,,79.23941004,28480.0,,,,84.2,78.9,81.7,11.82521193,17.407837,14.506178,15.927045,38.9492836,8.055871089,86.44233367,,,,,Italy,38.90000153,30.788,5.311267819,16.18854582,2.289999499,7.7017268,5.345619223,4.382210345,2.840927477,1.615086473,4.057281244,2.448886251,3.112464041,8.105389155,23.3,59.4,67.7,50.8,78.7,83.2,63.4,93.7,11.2,17.79277122,11.9,5.3,
2009,42306.0,71.84808547,35.6271574,51.53379009,76.49213125,51.231144,73.134743,79.234962,63.87772266,21.53568175,60.72439102,,,78.64993477,27819.0,,,,84.3,79.1,81.8,11.78663504,18.986719,17.302372,18.126347,30.94245235,7.181284606,86.6917793,,,,,Italy,37.29999924,39.0042,4.633157884,10.08103843,2.003981913,6.700115266,4.639201741,3.45686648,3.160234412,1.678651747,4.37047246,2.891508154,3.502524016,10.24194128,23.2,59.5,67.9,50.9,78.1,82.5,63.5,94.4,10.9,12.69607651,12.0,5.3,
2010,42669.0,71.08137643,36.51707858,51.33840258,75.6955555,50.432877,72.557808,78.288193,63.36730111,20.24821212,58.54319322,,,77.97456819,27312.0,,,,84.7,79.5,82.2,12.57758066,20.008003,19.920341,19.963196,33.60608125,6.950481603,85.98052866,,,,,Italy,37.70000076,48.8642,4.546627065,14.90032078,2.153420406,6.558797256,4.605493888,3.589578517,3.679033348,2.117823601,4.820520618,3.603581991,4.108070757,12.41845752,26.5,62.9,70.3,54.8,80.0,84.0,66.4,95.0,9.5,15.0720636,13.4,5.8,
2011,41981.0,71.11433251,37.83349681,51.88796227,75.60547108,50.804203,71.946388,79.040939,63.58330872,19.20608125,52.49660197,,,77.80579133,27041.0,,,,84.8,79.7,82.4,8.589818466,20.860874,19.446554,20.136906,42.86683032,6.502181684,90.49604879,,,,,Italy,38.0,51.6696,3.999929738,10.65843851,2.000075429,5.666821128,4.028341117,3.155154943,3.958910742,2.136881502,5.045910273,3.9447262,4.404828478,13.911811,27.0,61.4,67.8,51.8,79.3,84.2,64.5,94.4,13.1,15.34310165,12.8,5.7,
2012,40655.0,70.36473746,40.30131401,52.6550569,74.73661931,50.903591,71.063049,78.712723,63.54283286,18.47129275,65.90536731,,,76.91794396,25619.0,,,,84.8,79.8,82.4,12.90406389,21.885736,22.340689,22.118876,31.16656852,6.318798061,85.96752987,,,,,Italy,40.09999847,55.07,3.648913269,9.680706401,1.845436747,5.23257036,3.701627154,2.731801119,5.155746501,3.081569391,6.51333241,5.177577064,5.744112716,17.52844832,29.3,64.7,71.7,55.3,82.4,86.1,68.0,94.8,12.6,21.47165307,13.0,5.9,
2013,40784.0,68.51002096,42.68906206,52.2218558,73.31460422,49.753597,69.682388,77.914299,62.63542596,16.27323463,62.1398606,,,76.88859227,25416.0,,,,85.2,80.3,82.9,8.337574755,22.422905,23.370062,22.908495,34.51845888,5.698227469,91.2703513,,,,,Italy,41.5,67.8282,3.622134851,8.629022771,1.979023041,5.063466651,3.660154719,2.487660919,6.450280668,3.522653529,7.515464605,6.65789883,7.022942828,21.28832308,28.3,62.7,70.1,52.7,79.5,84.0,66.2,95.2,12.5,11.23259461,13.3,5.8,
2014,40940.0,67.86036004,46.23752885,52.71763255,73.35276789,49.566059,69.783463,77.828415,62.91678714,15.55762679,57.58865285,,,77.22132048,25541.0,,,,85.6,80.7,83.2,10.19553794,23.0912,23.978861,23.546589,39.49422012,5.562440925,89.66218476,,,,,Italy,40.20000076,71.0569,3.751192621,11.39049708,1.997682525,5.361340292,3.833800992,3.015392898,7.265313472,3.71310149,8.737778294,7.30803646,7.919749643,25.46039836,30.2,64.5,71.7,52.9,80.7,85.9,67.9,95.1,12.0,20.49127688,13.7,5.9,
2015,41300.0,68.19256526,48.2412949,53.15486605,74.24973626,50.188339,70.108459,78.560356,63.58333386,15.62707263,59.31791455,,,77.10079996,25834.0,,,,84.9,80.3,82.7,9.079200902,22.659758,23.427261,23.05364,40.11649208,5.638564836,90.67744115,,,,,Italy,37.90000153,74.2845,3.874802783,11.31426091,2.179025186,5.439287915,3.967613891,3.141305861,6.606978244,3.60657115,7.534771046,6.829803982,7.129159317,22.46845423,27.7,62.6,68.9,50.7,78.4,82.2,65.6,95.4,12.4,18.97500682,14.4,6.3,
2016,41629.0,68.84543192,50.33273899,53.96724332,75.26947184,51.179424,70.637016,79.722794,64.4991485,16.55761736,57.95119458,,,77.31263747,26167.0,,,,85.6,81.0,83.4,7.231097856,20.398184,21.76354,21.099983,41.27697742,5.411637982,92.11468099,,,,,Italy,33.29999924,77.1387,3.84845212,10.20133447,2.22804617,5.315194674,3.922633158,3.305615341,6.587883093,3.667540197,7.558970598,6.471427623,6.935851503,19.77742779,35.7,67.7,74.3,57.9,81.8,86.5,70.9,95.4,7.7,19.68680496,13.7,5.9,
2017,41355.0,69.40157171,52.20950667,54.9106358,75.85489258,51.803944,70.968208,80.701469,65.26991474,17.08279721,57.95420814,,,77.44824866,26462.0,,,,85.2,80.8,83.1,7.999993905,19.823944,20.76033,20.306906,40.56690718,5.575228491,91.7396229,,,,,Italy,28.10000038,79.464,4.131657241,8.361990335,2.267810361,5.671258184,4.124840882,3.028953535,6.449462215,3.671534816,7.242598109,6.323718309,6.717726754,18.68482064,41.9,74.1,80.1,64.8,87.8,89.7,77.0,97.7,5.8,22.73555808,13.9,6.1,
2018,41415.0,69.81885587,53.70064705,55.49978742,76.41201616,52.455048,70.875648,81.205719,65.84731231,17.68187582,63.71037179,,,77.48892092,26747.0,,,,85.6,81.2,83.4,8.677871007,20.129187,19.259033,19.678982,33.82807051,5.512204035,90.67507587,,,,,Italy,30.29999924,82.8034,4.067998869,7.313890582,2.47644487,5.528357367,4.144048493,3.019328038,6.238001172,3.80198146,7.108861796,5.848484563,6.389824378,15.93126226,38.4,70.5,76.3,60.3,84.5,86.3,73.3,96.0,6.8,29.52803927,14.2,6.0,
2019,41625.0,70.45253591,54.28821725,56.1134852,76.81334185,52.691494,71.438919,81.502151,66.35367398,18.47817297,68.32909014,,,77.49958495,26830.0,,,,85.7,81.4,83.6,16.02807841,19.359665,20.044809,19.714653,30.00909039,5.256832117,83.15709168,,,,,Italy,22.89999962,83.722,3.778462159,7.655089678,2.337710793,5.070026115,3.829603969,2.11524263,5.768592896,3.497252416,6.456053861,5.386260465,5.847439722,13.95368191,39.8,69.9,76.0,60.2,82.4,86.3,72.8,94.3,7.0,21.50349846,13.6,5.8,
2020,39208.0,69.59113913,54.21859574,55.24467682,76.10175444,50.907883,69.768456,80.369415,65.56720138,16.82526235,72.81596821,,,77.71481418,26360.0,,,,84.5,80.0,82.3,11.00054797,18.771395,19.435966,19.114475,26.28767721,4.015661045,88.844737,,,,,Italy,23.79999924,86.7515,3.18283751,6.785682406,2.153251323,4.298570843,3.328467021,1.537250941,4.857456896,3.029184475,5.489057723,4.593631707,4.976520026,13.1242061,,,,,,,,,,16.58615215,13.5,5.9,
2021,40767.0,70.15316745,53.40681423,55.65138469,75.77095301,51.408981,70.300041,82.147942,65.62246391,17.52733805,68.71655065,,,77.34702318,27150.0,,,,85.1,80.6,82.9,11.44663831,21.485704,21.37059,21.426189,29.81264796,4.853450034,88.55336169,,,,,Italy,24.29999924,88.4877,4.326869561,7.804166736,2.844303855,5.607635624,4.355298764,2.240739187,5.486964358,3.472940324,6.144584668,5.235171745,5.626928245,14.53915855,,,,,,,,,,13.84358348,,,
2022,,,,,,,,,,,,,,,,,,,,,,,,,,,5.351504121,,,,,,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,38314.0,78.63818425,63.04467733,60.71934296,88.56737589,,,79.276932,74.63151927,39.98628258,,14.29896229,31.08739159,78.88639322,26350.0,0.5,0.6,0.5,85.6,78.6,82.1,,,,,,6.713291095,,2.942822384,16.21387291,41.33640289,28.57215881,Japan,,,,,,,,,1.509555203,1.678575032,1.076079099,2.0446596,1.652635307,2.449667926,,,,,,,,,,,,,
2005,39299.0,79.02665122,63.85606874,61.32879046,88.71517908,,,79.389313,75.01420455,40.88669951,,16.09796254,32.82543889,78.58860525,26822.0,0.4,0.5,0.5,85.5,78.6,82.0,,,,,,6.259000689,,3.11969601,16.35004807,41.53420639,28.77315903,Japan,,,,,,,,,1.381733064,1.772803085,1.005615035,1.914025842,1.540297258,2.044025141,,,,,,,,,,,,,
2006,39276.0,79.61771016,64.73404255,62.07881211,89.15834522,,,79.81118,75.62437562,41.39668826,60.33433415,16.06765524,32.98083278,78.47603759,27196.0,0.4,0.5,0.5,85.8,79.0,82.4,7.211687117,,,,36.8162428,5.741566878,92.55156982,3.107526882,16.32901192,39.8018074,27.91569328,Japan,,,,,,,,,1.318888374,1.56176385,0.842173468,1.817496271,1.412621682,1.632653117,,,,,,,,,,6.693404104,,,
2007,39171.0,80.20936204,66.10259122,62.90322581,89.80470994,,,80.144402,76.37331032,41.42752024,64.68804809,15.42304779,31.7423231,78.48886257,27505.0,0.3,0.4,0.4,86.0,79.2,82.6,6.165288092,,,,32.4609536,5.239843157,93.51287898,3.064576803,16.72150803,40.07474518,28.26047325,Japan,,,,,,,,,1.232657809,1.345955727,0.764907514,1.661836937,1.29565233,1.54098363,,,,,,,,,,8.688873239,,,
2008,38856.0,80.15904573,66.31243358,63.11974485,89.60438926,,,79.749916,76.38888889,41.36636637,66.39140761,15.02022435,30.69439785,78.027628,27234.0,0.4,0.5,0.4,86.1,79.3,82.7,11.18258349,,,,30.91905381,4.760674122,88.0453447,3.001246106,16.50162697,39.23805618,27.74771118,Japan,,,,,,,,,1.352574615,1.314072641,0.952380955,1.703526183,1.386149504,1.723585062,,,,,,,,,,7.352574082,,,
2009,38300.0,79.58,65.50053821,63.20561568,88.25239895,,,79.746834,75.76552931,39.89280245,72.75579726,14.6503615,28.28492393,77.99568821,27432.0,0.3,0.4,0.4,86.4,79.6,83.0,11.14339524,,,,26.83948716,4.580032939,88.66922476,2.994314593,16.05645752,39.97145462,27.90066147,Japan,,,,,,,,,1.444347743,1.456821357,0.933823529,1.909916935,1.503194616,1.95736237,,,,,,,,,,7.189785405,,,
2010,38421.0,79.91547595,65.2337453,63.70044053,88.05839416,,,79.517265,75.91508053,39.1575663,67.07401866,14.48077691,28.68430093,77.79312257,27832.0,0.3,0.4,0.3,86.3,79.6,82.9,9.750686497,,,,29.93682805,4.5510628,89.66994374,2.959476309,15.84051132,37.73881912,26.69711494,Japan,,,,,,,,,1.881833674,2.030199197,1.218404919,2.526410217,1.989956676,2.63497816,,,,,,,,,,5.091756893,,,
2011,39037.0,80.16040523,65.13710129,63.86838868,88.14543233,,,79.573174,76.04597701,39.06899418,68.64814418,14.40317793,27.39536493,77.89453701,27969.0,0.3,0.3,0.3,85.9,79.4,82.7,8.291412231,,,,28.65869335,4.331019805,91.24977133,2.973175296,16.60923386,35.87281799,26.16555405,Japan,,,,,,,,,1.791994813,1.889687468,1.179063422,2.3647011,1.873005825,2.407045105,,,,,,,,,,6.525169097,,,
2012,38388.0,80.45491143,65.39717084,64.54277286,88.1440281,,,79.766914,76.38848075,38.46153846,76.58817612,14.29382256,26.52354571,77.75213261,28368.0,0.3,0.3,0.3,86.4,79.9,83.2,9.422158591,,,,21.36759402,4.125789123,90.06786206,2.986292835,14.70287895,33.49655151,24.03923416,Japan,,,,,,,,,1.690687608,1.672068747,1.14533966,2.190718756,1.75451224,2.459394701,,,,,,,,,,5.906970726,,,
2013,38418.0,81.35250051,66.81870011,66.35654262,88.63433502,,,80.867592,77.54370238,39.69030155,68.97007338,14.22755964,26.58757851,77.40900052,28557.0,0.2,0.3,0.3,86.6,80.2,83.4,7.52700754,,,,25.90060162,4.057440474,91.10808817,2.956901936,14.44878578,32.48272324,23.41505623,Japan,,,,,,,,,1.711717898,1.656439935,1.146494292,2.195493413,1.753040005,2.226971167,,,,,,,,,,6.196122791,,,
2014,37726.0,82.08316347,68.65315852,67.75572519,89.45300695,,,81.603622,78.66038882,40.29484029,68.4791295,13.90817339,25.87099,77.29075775,28198.0,0.2,0.3,0.3,86.8,80.5,83.7,9.833259626,,,,27.11704528,3.806960805,88.53903185,2.944751381,13.8920908,30.52659798,22.17346191,Japan,,,,,,,,,1.431584808,1.244332478,0.833933505,1.859809799,1.414749377,1.622119767,,,,,,,,,,9.806449482,,,
2015,37542.0,82.5364252,69.96904025,68.93023256,89.76402084,,,82.291,79.4081381,40.6557377,70.24105267,13.4636704,25.73179033,78.08828643,28544.0,0.2,0.2,0.2,87.0,80.8,83.9,7.627730088,,,,26.5219634,3.843581573,90.99464792,2.939156627,12.81874943,28.9875679,20.88548851,Japan,,,,,,,,,1.300796868,1.02915955,0.658988595,1.689049236,1.249724581,1.380952381,,,,,,,,,,7.542305695,,,
2016,38056.0,83.33333333,71.41033823,70.37386114,90.32858029,,,83.333336,80.41816196,42.47135843,72.96943542,12.65480181,24.60128945,78.61162125,28991.0,0.2,0.2,0.2,87.1,81.0,84.1,9.963031311,,,,24.448385,3.701165182,89.44248505,2.846017699,11.99716282,26.84638405,19.41208839,Japan,,,,,,,,,1.302568301,1.066597735,0.73815076,1.702614912,1.293094664,1.771902733,,,,,,,,,,9.834839964,,,
2017,38151.0,84.14961769,73.33333333,72.02399747,90.89213553,,,84.042557,81.53195489,42.47135843,74.22482428,12.32260569,24.51809266,78.63417501,29238.0,0.2,0.2,0.2,87.3,81.1,84.2,11.75986025,,,,22.30124727,3.497071962,87.86727745,2.832648268,12.20390987,27.09676552,19.65139771,Japan,,,,,,,,,1.16618949,0.859845253,0.621424443,1.432949682,1.083389367,0.999040888,,,,,,,,,,8.297724869,,,
2018,38584.0,85.1936693,75.2293578,73.89225375,91.5387026,,,85.335411,82.79077118,45.99673203,75.72613679,12.11539694,23.53736896,78.7651372,29468.0,0.2,0.2,0.2,87.3,81.3,84.3,11.24329472,,,,20.63030317,3.29476523,87.75721756,2.817811409,10.21376324,27.79017448,19.02285194,Japan,,,,,,,,,0.920824129,0.616502364,0.55811957,1.02574485,0.820949987,0.654031971,,,,,,,,,,8.010145744,,,
2019,39077.0,85.75624082,76.28120894,75.15248796,91.61940769,,,86.019836,83.4631897,47.38134206,73.34800999,11.78712795,23.48001344,79.23151323,29915.0,0.2,0.2,0.2,87.4,81.4,84.4,12.18195988,,,,23.06550296,3.106993112,87.38529813,2.784606548,11.66285133,26.02505112,18.86360931,Japan,,,,,,,,,0.85240083,0.658227824,0.454250491,1.061238267,0.794615223,0.665557424,,,,,,,,,,8.8446935,,,
2020,38850.0,85.39991536,76.65140615,75.00807233,91.35528816,,,86.036583,83.26139089,46.37561779,76.75084118,10.88446642,22.51856854,80.05493257,31100.0,,,,87.7,81.6,84.7,11.26574333,,,,20.71908159,2.707951834,88.65135962,2.744172825,,,,Japan,,,,,,,,,0.897042764,0.631075379,0.496362291,1.09581646,0.8299058,0.880052167,,,,,,,,,,7.574827427,,,
2021,39711.0,85.79339723,76.90789474,75.71521456,91.36667729,,,86.121841,83.62027353,46.61087866,75.60477838,10.66099698,22.11376641,,30513.0,,,,,,,10.37960388,,,,21.15503546,2.553744163,89.1731767,2.700056275,,,,Japan,,,,,,,,,1.115263231,0.922862892,0.680842358,1.348987853,1.063386554,1.066912545,,,,,,,,,,9.421681954,,,
2022,,,,,,,,,,,77.5144683,,,,,,,,,,,10.07204338,,,,18.24210192,2.57389133,89.30671397,,,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,33484.0,73.53674556,58.80961019,56.33728872,86.01240152,66.74823,70.199181,76.725571,71.30123124,31.44344494,,24.20184099,39.62354825,82.82166201,16884.0,1.8,2.1,1.9,81.2,74.3,77.8,,,,,,13.6495986,,4.947898405,27.81506157,63.77418137,44.49104309,Korea,,,,,,,,,0.047762534,,0.019491519,0.058716809,0.042623298,,,,,,,,,,,,,,
2005,34516.0,73.48309415,58.71107982,56.62224187,85.58231839,65.956055,70.131943,76.800529,71.22353674,30.23750118,,25.37052857,39.61663236,82.67422389,17239.0,1.9,1.9,1.9,81.6,74.9,78.2,,,,,,13.20246822,,5.039017824,28.40226173,61.33532333,43.6275444,Korea,,92.73207761,,,,,,,0.032042707,,0.017184145,0.042014479,0.031794695,,,,,,,,,,,,,,
2006,34961.0,73.98158939,59.31016887,57.88531616,85.33385119,66.259041,70.428894,77.29113,71.7350505,27.79327295,63.94126712,24.93583219,39.77414431,82.81307299,17797.0,1.6,1.8,1.7,82.1,75.4,78.8,21.75447505,,,,31.32796464,13.0461678,75.14694518,5.124803529,23.86442184,53.67528915,37.71554565,Korea,,93.99318525,,,,,,,0.041803204,,0.028578547,0.0475652,0.039713157,,,,,,,,,,,19.50016123,,,
2007,35717.0,74.10438998,60.57875554,58.35283619,85.39162038,66.028656,70.848465,77.211655,72.01326425,26.28841641,57.22202832,26.04213173,38.16206428,83.30655716,18541.0,1.4,1.6,1.5,82.5,75.9,79.2,16.99220782,,,,39.50695417,12.66544624,81.06557429,4.990044248,26.56869888,52.25902557,38.37677002,Korea,,94.13277834,,,,,,,0.021165515,,0.007345169,0.027917962,0.019436072,,,,,,,,,,,14.99813009,,,
2008,35611.0,74.26205327,60.59033264,58.63991672,85.28474168,66.184456,70.694626,77.100822,72.11230194,23.82645672,58.65980788,25.47083656,39.03744173,83.68877653,18801.0,1.3,1.6,1.4,83.0,76.2,79.6,24.22800789,,,,38.55057942,11.96623166,74.10387023,4.930020812,26.28232384,51.64742661,38.10508728,Korea,,94.27491965,,,,,,,0.013398359,,0.009375488,0.01818387,0.014551509,,,,,,,,,,,16.72110161,,,
2009,35795.0,73.26707005,60.3058731,57.65549114,84.37176431,65.052864,69.174683,76.208008,71.16498945,22.62403593,59.57256309,24.99135557,38.6146827,84.04901359,19012.0,1.3,1.6,1.4,83.4,76.7,80.0,18.51924234,,,,36.87280643,11.83990333,79.41576558,4.720333,29.62123871,56.33300018,42.14825439,Korea,,95.90486133,,,,,,,0.022038627,,0.010393804,0.025982143,0.019585802,,,,,,,,,,,12.25256423,,,
2010,36358.0,73.78549883,60.85660158,58.03048032,84.82484905,65.05529,70.131836,76.321976,71.58115441,22.7814083,58.46641476,24.70947978,39.60585734,84.07382019,19711.0,1.1,1.4,1.2,83.6,76.8,80.2,18.0468212,,,,38.28423189,11.109068,79.7767455,4.765803519,28.20235062,56.90935898,41.68818665,Korea,,96.83910415,,,,,,,0.01497203,,,0.020281983,0.011908355,,,,,,,,,,,8.920863386,,,
2011,36835.0,74.4149246,62.16327106,58.59863102,85.53744219,65.297112,70.7957,76.831879,72.21467355,23.05010853,54.48197258,23.79823821,36.5642295,84.126147,20001.0,1.0,1.3,1.1,84.0,77.3,80.6,18.66503186,,,,41.26827287,10.47126961,79.11108149,4.795158287,26.37833595,56.86591339,40.80780411,Korea,,97.23167946,,,,,,,0.017556238,,0.007817039,0.017859177,0.013713701,,,,,,,,,,,14.56245963,,,
2012,36293.0,74.73417077,63.12174196,58.94430165,85.87872532,65.353065,70.957237,77.135872,72.55738515,24.07007571,66.82560196,23.90963291,36.29852997,84.07317533,20390.0,1.0,1.2,1.1,84.2,77.6,80.9,22.22815523,,,,30.50457678,10.74106731,76.73843446,4.626663709,23.53728104,50.09904099,36.17837906,Korea,,97.34970774,,,,,,,0.012266985,,0.010592356,0.009490585,0.009945446,,,,,,,,,,,14.27420241,,,
2013,37209.0,75.05565159,64.35975826,59.59267069,86.03284072,65.500572,71.23275,77.406151,72.95888421,23.93434058,57.45794037,24.65604743,36.59963437,84.14429405,21120.0,1.0,1.2,1.1,84.6,78.1,81.4,20.07888,,,,37.01092816,10.09738604,78.68305636,4.703030303,22.36847687,49.69470978,35.45258713,Korea,,98.14339821,,,,,,,0.010150766,,0.006722037,0.017009451,0.012743484,,,,,,,,,,,12.18172537,,,
2014,37287.0,75.76748627,65.76005067,60.44706306,86.64665343,66.36348,72.231895,77.528145,73.70813409,25.59832938,60.82909771,23.7,36.65317614,84.35981245,21735.0,1.0,1.1,1.0,85.0,78.6,81.8,25.72350008,,,,36.29326472,9.383868995,72.36574065,4.787368552,20.58435059,46.14928818,32.95737839,Korea,,98.48694292,,,,,,,,,0.002779801,0.011850804,0.008082759,,,,,,,,,,,18.30808707,,,
2015,38323.0,75.98759709,66.00484808,61.05641077,86.23182466,65.891991,72.502853,77.475151,73.81622778,26.72929959,67.66405206,23.5,37.17628175,85.05752503,22855.0,1.0,1.1,1.0,85.2,79.0,82.1,22.85339647,,,,29.28809225,9.058129571,75.80171883,4.5886,19.91235924,45.0414505,32.05421066,Korea,,98.78346936,,,,,,,,,0.008149747,0.017553791,0.013623242,,,,,,,,,,,18.77347972,,,
2016,39447.0,76.16155,66.1809722,61.41811404,85.95498146,65.544815,72.534996,77.355438,73.8588669,26.93560305,63.30002292,23.5,36.66666667,84.99637466,23155.0,0.9,0.9,0.9,85.4,79.3,82.4,18.53971842,,,,32.36925538,8.379898685,79.63896134,4.501911975,18.96219063,43.18681335,30.71665764,Korea,,99.1944483,,,,,,,0.038632504,,0.027749026,0.040891369,0.035365704,,,,,,,,,,,16.03983217,,,
2017,40374.0,76.34845035,67.45267778,62.08595783,85.9864397,65.798889,73.04821,77.380608,74.22016634,27.16126238,68.81232961,22.3,34.61738256,85.0424728,23510.0,0.8,0.9,0.8,85.7,79.7,82.7,19.05986444,,,,29.06032931,8.148061313,79.66008885,4.302380714,17.5681076,40.46854401,28.74649811,Korea,,99.50465037,,,,,,,0.059643018,,0.046306409,0.05148005,0.049296319,,,,,,,,,,,18.61871165,,,
2018,41765.0,76.42754242,66.83943601,62.38089531,85.34209401,64.728958,72.433052,77.591324,74.05265882,26.17373339,72.88539552,19.04356862,34.10731095,85.14631053,24201.0,0.7,0.8,0.8,85.7,79.7,82.7,20.00006208,,,,24.75808485,7.326577574,78.87496229,3.925527708,18.26649666,42.68732071,30.26396942,Korea,,99.47817968,,,,,,,0.073899858,,0.056954751,0.050969706,0.053510568,,,,,,,,,,,15.38231879,,,
